2010950703	小林香菜	354	1443925649
2010988863	宫泽佐江	649	1438070437
2178295300	AKB48	2007	1453858398
2232872280	小嶋阳菜	78	1446296851
2689280541	SNH48	12412	1453885069
3050708243	陈观慧	1968	1453899372
3050709151	戴萌	3554	1453813926
3050731261	吴哲晗	2355	1453892951
3050737061	许佳琪	3630	1453725998
3050742117	陈思	3168	1453734877
3050758665	徐晨辰	2693	1453895791
3050783091	张语格	1469	1453610463
3050792913	李宇琪	1753	1453341459
3053424305	莫寒	2254	1453902879
3054571717	赵嘉敏	1827	1453903415
3054701195	星梦咖啡馆	1194	1453531658
3055272517	钱蓓婷	2394	1453828514
3058127927	孔肖吟	1824	1453895736
3062769307	邱欣怡	2036	1453817721
3145968457	铃木玛莉亚	549	1453711114
3668820134	沈之琳	2095	1453392016
3668822213	黄婷婷	2168	1453738745
3668829440	赵粤	2545	1453737163
3668830595	陈佳莹	2589	1453809278
3669076064	曾艳芬	1366	1453739538
3669091483	孙芮	3121	1453883462
3669102477	鞠婧祎	1732	1453791134
3669120105	陆婷	1544	1453904971
3675573934	蒋芸	1115	1453731896
3675584885	董艳芸	2466	1453884016
3675587802	唐安琪	3064	1453811288
3675601605	易嘉爱	2782	1453799159
3675603887	温晶婕	2027	1453826492
3675865547	林思意	4284	1453721145
3675868752	冯薪朵	1614	1453906076
3675885002	何晓玉	1764	1453726524
3675905275	徐子轩	1025	1453641885
3700231960	孟玥	1515	1453508099
3700233717	李艺彤	1955	1453903563
3705935353	罗兰	2603	1453906688
3705939425	龚诗淇	2617	1453795469
3705941004	万丽娜	1896	1453724396
3720838047	袁雨桢	1491	1453510294
5061491055	板野友美	447	1453717690
5103897733	陈问言	1416	1453738856
5221053921	陈怡馨	721	1453814119
5221220112	赵晔	1249	1453734849
5225534295	张雨鑫	771	1453252943
5225561029	杨吟雨	689	1426430149
5225886388	袁丹妮	1476	1453902950
5227765832	杨惠婷	1527	1453906967
5227767332	李豆豆	694	1447224172
5228056212	许杨玉琢	2019	1453790360
5228057280	徐伊人	1593	1453905137
5228234876	张昕	1194	1453859057
5229579490	郝婉晴	502	1453735733
5229864870	王璐	2699	1453902856
5230456780	徐晗	1631	1453902451
5230465572	王柏硕	1497	1453733225
5230466807	刘炅然	1735	1453815534
5230468891	刘佩鑫	2358	1453812437
5230874533	谢妮	1094	1453900026
5230875267	吴燕文	1759	1453906263
5231168847	李清扬	1491	1453897524
5231176541	林楠	1117	1453815490
5460950220	陈琳	1189	1453738082
5460950557	张韵雯	1406	1453852730
5460951688	李钊	1986	1453899984
5460952383	邵雪聪	1562	1453785688
5461287018	冯晓菲	1049	1453891318
5461288256	张丹三	1424	1453794409
5461873197	张瑾	60	1425914108
5461873487	孙静怡	616	1445702567
5462211905	李晶	861	1453901780
5478872932	孙歆文	938	1453808028
5478873704	汪佳翎	945	1453890675
5479678683	宋昕冉	1231	1453819656
5490234918	王晓佳	1150	1453903733
5490236021	闫明筠	996	1453652064
5490615346	谢天依	832	1453897159
5490958194	杨韫玉	1058	1453873469
5491330253	汪束	431	1453878829
5491331848	杨冰怡	1995	1453878828
5680339910	陈珂	166	1453737897
5680341906	陈音	274	1453899746
5680342179	刘诗蕾	218	1453729836
5680343342	费沁源	260	1453896995
5681003434	陈韫凌	104	1453811956
5681004199	段艺璇	207	1453828774
5681072386	蒋舒婷	131	1453811703
5681353210	陈美君	83	1453631818
5681355162	杜雨微	59	1453805424
5681431060	申月姣	370	1453905359
5681431767	刘增艳	219	1453819066
5681476803	刘梦雅	93	1453728288
5681479865	李沁洁	247	1453812708
5681480311	刘筱筱	52	1453904396
5681828458	林嘉佩	133	1453895106
5681945173	沈梦瑶	260	1453899730
5682588352	王露皎	408	1453805694
5685088161	冯雪莹	120	1453732949
5686134819	洪珮雲	159	1453724629
5690266096	宋思娴	116	1453894735
5691238431	胡晓慧	181	1453900706
5691239843	潘瑛琪	319	1453818733
5691247924	时语婕	39	1450415844
5691250627	袁航	247	1453721811
5692183212	徐佳丽	429	1453860110
5692872163	刘力玮	524	1453902608
5693244741	周怡	592	1453896795
